"tenure","monthly_charges","total_charges","contract","internet_service","payment_method","y"
43,89.7870985224675,3810.48560540394,"Month-to-month","Fiber optic","Credit card",0
22,58.9593126047509,1242.14533502474,"Two year","No","Mailed check",0
18,41.7294196429439,745.534232926786,"Two year","DSL","Electronic check",0
36,65.2634114455442,2374.14538673654,"Month-to-month","Fiber optic","Bank transfer",0
6,97.9454138627998,524.705399626794,"Month-to-month","No","Credit card",0
15,56.0947976319505,801.113296881812,"One year","Fiber optic","Mailed check",1
20,45.6033232611604,818.859771160155,"Month-to-month","DSL","Credit card",0
15,98.238737526696,1476.81959572579,"Two year","No","Credit card",0
39,63.8468174798217,2542.46718695157,"Month-to-month","DSL","Electronic check",0
38,86.8534103956534,3334.13442059495,"Month-to-month","Fiber optic","Electronic check",0
10,58.3691579055325,544.882771405997,"Month-to-month","DSL","Bank transfer",0
27,63.2199527436223,1662.523878552,"Month-to-month","Fiber optic","Credit card",0
21,77.7174787173715,1674.82732034594,"Month-to-month","DSL","Electronic check",0
14,82.4912918916368,1173.0109348255,"Month-to-month","No","Bank transfer",1
7,95.3986307796105,719.056846876643,"Month-to-month","Fiber optic","Electronic check",1
34,102.566377728154,3416.3831503973,"Month-to-month","Fiber optic","Bank transfer",0
20,67.2474447693947,1390.49449195605,"Month-to-month","No","Bank transfer",0
51,51.922696301891,2683.70084162357,"One year","No","Electronic check",0
10,64.3764634040413,585.006696724023,"Month-to-month","Fiber optic","Electronic check",1
19,68.6550761278485,1276.97910480937,"Month-to-month","Fiber optic","Credit card",0
10,85.7510110788964,877.999660028651,"Month-to-month","Fiber optic","Mailed check",0
68,85.379378766528,5810.19644699973,"Month-to-month","Fiber optic","Electronic check",0
14,76.7184525195943,1072.72565915334,"Month-to-month","Fiber optic","Mailed check",1
85,18,1603.68255041315,"Month-to-month","DSL","Mailed check",0
51,95.0461377232779,4812.22101267322,"Two year","Fiber optic","Electronic check",0
14,63.6023637928594,874.53636997005,"One year","DSL","Mailed check",0
46,89.6516393447819,4187.34764992725,"Month-to-month","DSL","Electronic check",0
39,55.3461753341171,2155.47725056051,"Month-to-month","Fiber optic","Mailed check",0
31,72.9357774810044,2314.62711306203,"One year","DSL","Bank transfer",0
18,73.050336049836,1289.93424023557,"Month-to-month","Fiber optic","Credit card",0
17,44.2135901727592,742.417409783752,"Month-to-month","Fiber optic","Credit card",1
41,37.7110587349843,1466.06593372999,"Month-to-month","DSL","Mailed check",0
7,57.5365644838832,376.815122674198,"One year","DSL","Electronic check",0
15,18,320.436109886732,"One year","Fiber optic","Mailed check",0
10,91.4017169179298,867.580262970497,"Month-to-month","No","Mailed check",0
25,91.4050350358168,2393.22739948056,"Two year","Fiber optic","Credit card",0
8,80.7861802946674,617.850100088655,"One year","Fiber optic","Credit card",0
66,48.384328319545,3160.6837339501,"Month-to-month","DSL","Credit card",0
30,81.805535342361,2507.87181357689,"One year","No","Electronic check",0
18,75.3921363385409,1225.31003065416,"Month-to-month","Fiber optic","Credit card",0
17,30.6550818991518,531.903888713485,"Month-to-month","DSL","Credit card",0
19,56.0116124315868,1140.28059115572,"One year","Fiber optic","Electronic check",0
20,25.074431440727,488.844315916299,"Month-to-month","Fiber optic","Bank transfer",0
20,87.1875178994099,1646.50325463078,"Two year","DSL","Credit card",0
10,124.640069398335,1284.92169946254,"Month-to-month","DSL","Bank transfer",0
15,56.5513290105075,952.94685231556,"Two year","Fiber optic","Electronic check",0
4,86.3804831340518,357.43218831323,"Two year","Fiber optic","Credit card",0
18,71.4581783146026,1346.45914322931,"Month-to-month","Fiber optic","Mailed check",0
41,80.6845792286292,3260.01914544684,"One year","Fiber optic","Credit card",1
9,46.7696741525286,539.636097492506,"One year","Fiber optic","Credit card",1
14,67.108422077471,945.499045419167,"Month-to-month","Fiber optic","Bank transfer",0
17,35.2524652067785,521.741198859178,"Month-to-month","No","Electronic check",0
26,63.7869568487971,1676.72804063671,"One year","DSL","Mailed check",0
30,73.2689534809806,2378.73790197816,"Month-to-month","DSL","Mailed check",0
69,84.2233327614204,5685.94806041725,"Month-to-month","No","Bank transfer",0
5,86.3102657148836,368.852917751182,"Two year","Fiber optic","Bank transfer",0
49,37.1794010902227,1761.89421845774,"Two year","Fiber optic","Mailed check",0
38,70.7175464161738,2657.94057574733,"Month-to-month","Fiber optic","Mailed check",0
47,89.6444813351107,4245.17274917152,"Month-to-month","Fiber optic","Mailed check",0
17,66.9313405234059,1129.24280760738,"One year","No","Electronic check",0
66,71.7478314567174,4769.82854345727,"Two year","DSL","Bank transfer",0
15,53.171556909028,797.629580518943,"Two year","No","Bank transfer",0
24,74.7779630422571,1784.23821195977,"Month-to-month","Fiber optic","Electronic check",1
52,106.165661991685,5450.52408256743,"Two year","No","Mailed check",0
30,77.5084398925679,2387.0928815189,"Month-to-month","Fiber optic","Credit card",0
12,149.965476140087,1672.88197479078,"Two year","DSL","Credit card",0
24,87.9038415696473,1982.59015116985,"Two year","Fiber optic","Mailed check",0
31,56.931837388009,1796.28810832528,"Month-to-month","Fiber optic","Credit card",0
51,91.064597257903,4543.3599859284,"One year","DSL","Credit card",0
10,65.390186653083,650.756066116013,"One year","DSL","Electronic check",0
18,79.3575126119562,1312.0640354795,"One year","No","Bank transfer",0
87,102.000263940807,8869.9189353472,"One year","Fiber optic","Mailed check",0
38,39.9359788385668,1645.54146319635,"Month-to-month","DSL","Mailed check",0
12,52.0140114338158,693.622891944128,"One year","Fiber optic","Bank transfer",0
18,100.939437251481,1926.31797078503,"One year","No","Mailed check",0
30,99.3673722331542,2961.49419311572,"Month-to-month","DSL","Mailed check",0
48,110.269320948819,5260.53234939162,"One year","No","Electronic check",0
13,92.1636510382384,1216.38353234393,"One year","Fiber optic","Electronic check",1
10,64.146998280478,618.044831064145,"Month-to-month","DSL","Bank transfer",1
15,65.0957042456795,912.693778956232,"One year","No","Electronic check",0
28,73.2134505649986,2091.54477295052,"Two year","No","Electronic check",0
10,85.6931072764676,839.44479863323,"Month-to-month","DSL","Electronic check",1
22,107.103050976593,2351.43763177308,"One year","Fiber optic","Bank transfer",0
27,36.7790809886891,1021.73854623652,"Month-to-month","No","Mailed check",0
29,63.8385709861019,1902.07364226277,"One year","DSL","Credit card",0
26,51.974903373661,1344.75998714561,"Month-to-month","DSL","Credit card",1
57,108.499576123098,6249.42811619756,"Month-to-month","Fiber optic","Electronic check",1
47,92.306141574202,4362.23140274787,"Month-to-month","DSL","Electronic check",0
60,38.3815562601426,2293.73004201074,"Month-to-month","DSL","Electronic check",0
13,39.2426728581714,498.85823348981,"Month-to-month","DSL","Mailed check",0
36,79.4249587153712,2839.46210012081,"Two year","Fiber optic","Credit card",0
59,80.5978956375131,4727.33808988073,"Month-to-month","Fiber optic","Bank transfer",0
47,88.9648148106638,4164.47013113301,"One year","No","Electronic check",0
21,82.832584920631,1662.69851324587,"One year","DSL","Electronic check",0
52,99.6804400424528,5189.63192737768,"Two year","DSL","Bank transfer",0
35,50.2641956089218,1778.95090965009,"Month-to-month","DSL","Electronic check",0
41,34.6005485919722,1290.03187375409,"Month-to-month","No","Credit card",0
17,94.7120246942618,1656.23421618863,"Month-to-month","DSL","Bank transfer",0
28,82.236852585688,2308.11109727511,"Month-to-month","Fiber optic","Credit card",1
10,30.415531819668,381.208704298416,"Month-to-month","Fiber optic","Electronic check",0
21,58.5010684362909,1280.72159758929,"One year","Fiber optic","Mailed check",0
31,115.821119551954,3607.56676877618,"One year","Fiber optic","Electronic check",0
12,66.4290160950825,817.950024821242,"Month-to-month","DSL","Bank transfer",0
34,63.439079300404,2165.07973439519,"One year","DSL","Credit card",0
23,78.9049337095153,1853.96060045395,"Month-to-month","DSL","Mailed check",0
14,67.6806372223173,916.547089028132,"Month-to-month","DSL","Bank transfer",0
13,84.9337118766894,1161.30192429293,"Month-to-month","Fiber optic","Credit card",1
11,62.29499910024,761.617230145941,"Month-to-month","Fiber optic","Mailed check",0
83,119.366708490801,9967.55512926378,"Two year","DSL","Credit card",0
27,57.3908301530839,1543.99415021395,"Two year","DSL","Bank transfer",0
17,102.651309688207,1658.87864131782,"Month-to-month","Fiber optic","Electronic check",0
46,94.5039777873422,4344.00809086001,"One year","Fiber optic","Electronic check",0
20,55.3200514555594,1137.91204442266,"Month-to-month","DSL","Electronic check",0
5,54.7380804400326,278.708429349699,"Month-to-month","No","Mailed check",0
27,77.8581612436765,2104.89828166589,"One year","No","Mailed check",0
40,44.8774259412005,1844.31513962886,"One year","Fiber optic","Bank transfer",0
11,45.6175884803517,534.070916561165,"Month-to-month","No","Credit card",0
27,53.8308897123874,1442.09056048897,"Month-to-month","Fiber optic","Mailed check",0
20,48.2855086727247,934.690519532696,"One year","DSL","Credit card",0
10,25.4533568153334,245.717691594287,"Two year","DSL","Credit card",0
11,83.0178643186326,1026.57788644677,"Month-to-month","No","Mailed check",0
62,63.7681539715329,3959.31041786017,"Month-to-month","Fiber optic","Electronic check",0
34,82.3768318619195,2782.18243211903,"One year","Fiber optic","Bank transfer",0
17,60.2411573716893,1030.25769725618,"Month-to-month","Fiber optic","Electronic check",1
14,67.4099544254729,1074.5619397561,"Month-to-month","DSL","Electronic check",0
17,71.3383299048494,1315.5244290027,"Two year","No","Credit card",0
33,69.1649499563191,2287.79293011167,"One year","Fiber optic","Bank transfer",0
9,18,120.655604612187,"Two year","Fiber optic","Mailed check",0
14,52.9269709602549,632.175196901929,"Month-to-month","DSL","Credit card",1
18,72.1066415955644,1225.78762862457,"Month-to-month","No","Mailed check",0
27,83.7044899240197,2178.62019450467,"Month-to-month","Fiber optic","Credit card",0
32,38.3556205019055,1172.50236757661,"One year","No","Credit card",0
27,101.747093443818,2669.44160111344,"Month-to-month","DSL","Electronic check",0
17,62.3217036029212,1080.67912605219,"Month-to-month","Fiber optic","Bank transfer",0
34,85.8769763342264,2823.8513739428,"Month-to-month","Fiber optic","Electronic check",0
25,26.1747641230948,625.59685573766,"One year","No","Electronic check",0
37,84.3134827606163,2998.97729544326,"Month-to-month","DSL","Mailed check",0
2,74.6916471822588,222.279024058823,"Month-to-month","DSL","Credit card",0
16,104.721305058972,1731.2935765554,"Month-to-month","Fiber optic","Bank transfer",1
13,98.8750647151988,1408.77374008087,"Month-to-month","DSL","Mailed check",0
27,73.2847456776749,1987.63957703394,"One year","DSL","Bank transfer",0
24,82.6588089989258,2078.53438861288,"Month-to-month","Fiber optic","Bank transfer",1
20,43.9251716962497,805.100074592584,"Two year","DSL","Bank transfer",0
13,64.7163966697705,865.175028194455,"Two year","No","Mailed check",0
43,62.6955458356935,2694.6355990389,"Two year","DSL","Mailed check",0
9,53.8086766662203,525.371960578884,"Month-to-month","No","Mailed check",1
24,88.1195883969218,2042.24770796658,"Month-to-month","No","Bank transfer",0
79,54.6573954304432,4336.77850499384,"Month-to-month","DSL","Bank transfer",0
72,82.3155560831889,5925.92090221813,"One year","Fiber optic","Credit card",0
24,89.3753561812782,2162.4705253534,"Month-to-month","DSL","Electronic check",0
2,53.2377086500431,101.224089442259,"One year","Fiber optic","Electronic check",0
30,23.1723698895882,627.749220323316,"Month-to-month","DSL","Bank transfer",0
39,33.7673090230297,1284.82884053291,"Month-to-month","DSL","Credit card",0
26,22.3231891246725,563.542863968914,"Month-to-month","DSL","Credit card",0
24,81.4038789186711,1944.68397959887,"Month-to-month","DSL","Bank transfer",0
5,100.018507905319,472.165014415469,"Two year","DSL","Bank transfer",0
29,51.3562608616552,1403.16757334951,"Month-to-month","Fiber optic","Electronic check",0
9,54.0332494070337,548.326462378021,"Two year","No","Electronic check",0
10,88.5468489279767,873.740802569358,"Month-to-month","Fiber optic","Electronic check",1
28,45.3936595783423,1345.50318546514,"Month-to-month","Fiber optic","Credit card",0
13,95.2084717683433,1243.16505461342,"Two year","DSL","Bank transfer",0
34,26.0079289301139,788.47657872057,"Month-to-month","DSL","Bank transfer",1
25,139.348868785523,3516.82919274915,"Month-to-month","No","Mailed check",0
10,32.5650649232562,343.353388925702,"Month-to-month","DSL","Credit card",0
9,87.6881680562141,881.606534403461,"Month-to-month","Fiber optic","Bank transfer",0
52,62.442806860525,3211.60466736937,"Month-to-month","DSL","Mailed check",0
51,113.156651254793,5782.23042698499,"One year","DSL","Mailed check",0
16,41.3660259303317,745.246342108819,"Two year","Fiber optic","Electronic check",0
61,105.773653295254,6425.33978083226,"Month-to-month","Fiber optic","Electronic check",0
46,35.3776421036357,1691.73398900002,"Month-to-month","DSL","Bank transfer",0
6,20.3536685030373,177.195060562191,"Two year","DSL","Mailed check",0
10,25.3889066206554,307.003864156664,"Two year","No","Bank transfer",0
6,85.08681010718,580.173061270302,"Month-to-month","Fiber optic","Credit card",0
38,40.987407755136,1501.41681038806,"One year","Fiber optic","Credit card",0
17,59.0917213544537,992.191002073646,"Two year","Fiber optic","Mailed check",0
25,113.306765390128,2889.15828602982,"Two year","Fiber optic","Credit card",0
15,116.538645741085,1765.70540945521,"Month-to-month","DSL","Bank transfer",0
25,81.7085039014976,1942.41998310697,"One year","Fiber optic","Electronic check",1
37,88.2444388303573,3253.79516981219,"Month-to-month","DSL","Electronic check",0
14,94.899795885702,1236.95648055316,"One year","DSL","Mailed check",0
46,85.9563827688316,3935.93350866973,"Month-to-month","Fiber optic","Bank transfer",0
23,60.7314078314853,1401.92080687773,"Month-to-month","Fiber optic","Electronic check",0
26,89.8211460015767,2360.95251899883,"One year","Fiber optic","Credit card",0
15,30.8298164463918,539.569582302012,"Month-to-month","Fiber optic","Credit card",0
45,114.537047089404,5141.73807141291,"Month-to-month","DSL","Bank transfer",0
16,31.4253772550484,399.016952247016,"Month-to-month","Fiber optic","Mailed check",0
28,96.3564203186645,2681.64707049948,"Month-to-month","DSL","Credit card",0
24,45.0971132307665,1099.22706475927,"Two year","Fiber optic","Mailed check",0
10,90.3020307256377,931.051136223483,"One year","Fiber optic","Electronic check",1
40,55.4602326475464,2248.38882540822,"One year","Fiber optic","Mailed check",0
17,44.0450520382079,793.979015843841,"Month-to-month","No","Electronic check",0
22,89.9170545948489,1990.98273645179,"One year","DSL","Bank transfer",0
21,125.871631647643,2696.46619094776,"Month-to-month","DSL","Credit card",0
7,70.7174531440814,559.368702212031,"Two year","DSL","Bank transfer",0
38,85.9070777953514,3239.07126175577,"Month-to-month","DSL","Bank transfer",0
21,50.1733128390278,1150.20375393069,"One year","Fiber optic","Credit card",0
41,37.9445097821252,1566.55586703236,"One year","No","Credit card",0
25,27.5408131666569,688.903957176843,"One year","Fiber optic","Electronic check",1
31,69.428249835295,2249.73912271254,"Month-to-month","Fiber optic","Credit card",0
66,99.2637683795512,6608.9620319567,"Month-to-month","DSL","Credit card",0
5,92.2254594717356,522.591494677063,"Month-to-month","DSL","Electronic check",1
55,85.7874318036859,4644.63917572898,"Two year","Fiber optic","Credit card",0
19,66.3233476282253,1311.05379314506,"One year","Fiber optic","Credit card",0
16,98.138508111862,1498.60950486814,"Two year","DSL","Credit card",0
38,87.9029398469154,3266.55644539817,"One year","DSL","Credit card",0
25,108.922260899299,2667.04118600565,"One year","DSL","Credit card",0
50,68.0305026814203,3394.4448871789,"One year","DSL","Electronic check",0
60,55.6043145437614,3290.38139987929,"Month-to-month","DSL","Credit card",0
22,51.0344698580699,1183.49046485255,"Month-to-month","DSL","Bank transfer",0
36,51.3510099120279,1858.32122699823,"Two year","DSL","Electronic check",0
14,28.3995240730045,489.586193260546,"Month-to-month","No","Credit card",0
40,55.536068257696,2203.52699280037,"Month-to-month","No","Mailed check",0
32,86.3275952769021,2755.87425546663,"Two year","No","Mailed check",0
31,62.8977697388363,1996.3408243294,"Two year","No","Credit card",0
2,68.6312358525867,124.849014437371,"One year","No","Electronic check",0
12,106.788182985967,1215.34607166514,"One year","Fiber optic","Credit card",1
12,52.4029209867775,690.847946632477,"Month-to-month","DSL","Electronic check",0
27,53.6382787316297,1499.8154996104,"Month-to-month","Fiber optic","Mailed check",1
19,110.181037050662,2090.82247107268,"Two year","Fiber optic","Electronic check",1
44,54.6727470311416,2482.30778525438,"Month-to-month","No","Mailed check",0
13,121.419410162722,1559.83713743485,"Month-to-month","DSL","Bank transfer",0
19,90.2844252889925,1683.4533211844,"Month-to-month","DSL","Credit card",1
18,85.2490489233407,1583.51501008133,"Month-to-month","No","Electronic check",1
11,105.578276661483,1195.74076404185,"Month-to-month","Fiber optic","Mailed check",1
78,68.4923568236814,5349.97180406107,"Two year","Fiber optic","Mailed check",0
88,94.2914553417226,8192.32129682249,"Two year","DSL","Bank transfer",0
27,26.4690665946912,693.0882128401,"One year","Fiber optic","Credit card",0
9,60.1968312249689,537.914558424768,"Month-to-month","Fiber optic","Credit card",0
30,103.851668727071,3156.28520577954,"Two year","No","Bank transfer",0
9,61.0299724065428,561.704864362871,"Month-to-month","Fiber optic","Bank transfer",0
15,75.9895362374867,1162.58211431844,"Month-to-month","No","Credit card",0
15,20.060459772431,328.647587954702,"Month-to-month","DSL","Credit card",1
24,99.5832465339986,2441.4673666697,"Month-to-month","DSL","Bank transfer",0
58,71.4115815117316,4116.9250418085,"Month-to-month","Fiber optic","Credit card",0
72,86.1801757136519,6185.08824026389,"Month-to-month","Fiber optic","Electronic check",0
22,35.7438974731751,755.124700804879,"Month-to-month","Fiber optic","Credit card",0
20,98.3287529143861,1947.17184559721,"One year","Fiber optic","Bank transfer",0
65,67.3634260031867,4496.13830411841,"Month-to-month","DSL","Mailed check",0
19,83.8679903624411,1604.68952757063,"One year","Fiber optic","Mailed check",0
42,50.262409226616,2026.48262359247,"Month-to-month","DSL","Electronic check",0
35,89.1227742544293,3075.79381972561,"Month-to-month","No","Electronic check",0
58,67.5061220201595,4002.58681266606,"Month-to-month","Fiber optic","Mailed check",0
16,98.8463384855393,1572.05584002908,"Two year","DSL","Electronic check",0
29,84.9118149165572,2383.20519549228,"Month-to-month","DSL","Mailed check",0
27,53.7815866596906,1440.24955928945,"Month-to-month","DSL","Credit card",0
19,134.463659909611,2609.4891994298,"Month-to-month","DSL","Credit card",1
29,86.2300126803988,2487.24205788632,"Month-to-month","Fiber optic","Mailed check",0
19,70.8458561368962,1490.25823920703,"One year","DSL","Credit card",0
52,94.2151335122256,4920.11130453053,"Month-to-month","DSL","Bank transfer",0
11,90.6982540050423,1114.90642937159,"Two year","Fiber optic","Electronic check",1
21,68.1874943647043,1473.60581833685,"Month-to-month","No","Mailed check",0
2,79.5726664042622,148.823507241119,"Two year","Fiber optic","Bank transfer",0
93,78.5380425220318,7298.92405666176,"Month-to-month","Fiber optic","Bank transfer",0
24,70.9258714358472,1726.05909707235,"One year","No","Credit card",0
11,70.0826242611778,755.820027480704,"Two year","Fiber optic","Mailed check",0
16,112.679809244945,1909.92112907143,"Two year","No","Credit card",0
13,102.367306612035,1387.08273636657,"Two year","DSL","Bank transfer",0
17,53.1078619394224,896.623333318469,"Month-to-month","DSL","Mailed check",0
30,79.0379291449812,2297.89853428366,"Month-to-month","DSL","Credit card",0
9,61.0839507185779,509.059007380279,"Month-to-month","DSL","Mailed check",0
67,45.8197174175312,2910.6575752609,"Month-to-month","No","Bank transfer",1
55,136.584857405436,7538.23504574961,"One year","Fiber optic","Electronic check",0
41,117.63960873082,4816.92350244015,"Month-to-month","No","Credit card",0
14,75.7148034964081,1061.49499254076,"Month-to-month","DSL","Electronic check",0
61,93.6131033695595,5803.14027843724,"Month-to-month","DSL","Credit card",0
37,58.3645616879927,2186.53676189474,"Month-to-month","DSL","Credit card",0
13,66.6979910222966,890.688099417901,"Two year","Fiber optic","Bank transfer",0
46,89.2188931097702,4122.58288677826,"Month-to-month","No","Mailed check",0
38,18,731.56918599784,"Month-to-month","Fiber optic","Mailed check",0
67,62.5170446531198,4154.50857792573,"One year","Fiber optic","Bank transfer",1
18,48.002815895697,891.615864599222,"One year","No","Mailed check",0
26,56.0336417418871,1476.58610899989,"One year","DSL","Electronic check",0
11,35.5469166682092,478.09154853014,"Month-to-month","DSL","Mailed check",0
17,70.0398002884452,1201.72278058202,"One year","DSL","Mailed check",1
55,37.6499167429208,2130.98781283766,"Two year","Fiber optic","Electronic check",0
29,63.7692558610869,1815.25968535133,"Month-to-month","DSL","Mailed check",0
22,41.5765411684747,876.116361675834,"Month-to-month","No","Electronic check",0
40,96.633450933264,3869.06482302013,"Month-to-month","DSL","Electronic check",1
21,67.4962643420506,1318.1027566418,"Two year","No","Mailed check",0
44,108.860651815736,4797.71653447379,"Two year","Fiber optic","Bank transfer",0
31,84.4813956084031,2616.30614858801,"Month-to-month","Fiber optic","Credit card",0
16,24.8696573188174,361.377313706084,"Month-to-month","No","Credit card",0
17,44.2795564645559,762.997708762942,"One year","No","Electronic check",0
28,75.7774485779171,2051.58042155169,"One year","Fiber optic","Mailed check",0
28,27.0969322806695,763.18081647641,"Month-to-month","Fiber optic","Mailed check",0
36,53.8852050574407,1925.03654937651,"Month-to-month","Fiber optic","Credit card",0
38,71.7551177045002,2704.31702768919,"Month-to-month","DSL","Bank transfer",0
5,82.4167508339033,513.518783351889,"Two year","DSL","Electronic check",0
45,55.9418322790235,2537.21679395301,"Month-to-month","Fiber optic","Bank transfer",0
6,46.6006897234786,291.794049932458,"Month-to-month","No","Credit card",0
19,88.5487057771936,1619.14573990304,"Month-to-month","DSL","Credit card",1
60,64.375108422261,3918.28058721013,"Month-to-month","No","Mailed check",0
29,54.7759644823472,1580.18528817426,"Month-to-month","No","Mailed check",0
24,73.4843274537106,1714.00636495627,"Month-to-month","No","Credit card",0
34,40.6644690519774,1314.20488745623,"Month-to-month","DSL","Bank transfer",0
5,87.2450696219714,434.032475229565,"Month-to-month","Fiber optic","Bank transfer",0
8,75.8931299606302,601.480242202901,"One year","Fiber optic","Credit card",1
24,98.1688919699364,2419.87328479973,"Month-to-month","No","Bank transfer",0
34,43.5087928103354,1535.60288589566,"Month-to-month","DSL","Mailed check",0
26,56.4954899084949,1398.3751855583,"One year","Fiber optic","Bank transfer",0
28,56.6398217644388,1599.0592584312,"Month-to-month","DSL","Mailed check",0
33,50.0250239180225,1628.77591702597,"One year","DSL","Bank transfer",0
50,56.0589037212984,2849.37208214761,"Two year","DSL","Mailed check",0
9,114.040930252081,958.046486094584,"One year","Fiber optic","Electronic check",1
21,65.2521665133453,1441.79591942353,"Month-to-month","No","Bank transfer",0
8,42.466853076981,277.572085111122,"Month-to-month","Fiber optic","Electronic check",0
27,58.3768058503229,1638.94183956964,"One year","DSL","Credit card",0
37,102.334397008931,3823.15320340242,"One year","Fiber optic","Credit card",0
33,48.226314278503,1607.47427321935,"Two year","Fiber optic","Credit card",0
16,90.7776502338867,1461.14433313746,"One year","Fiber optic","Credit card",0
7,42.249105566558,179.540862138489,"Month-to-month","DSL","Mailed check",0
10,79.4532079591043,824.695448111124,"Month-to-month","No","Mailed check",1
12,101.676888759673,1226.77131047483,"Month-to-month","No","Electronic check",1
6,88.032981953855,529.509599529974,"One year","No","Mailed check",0
83,57.2999172020676,4701.07262927888,"Month-to-month","DSL","Mailed check",0
15,73.0237668995461,1067.52274975226,"Two year","No","Mailed check",1
17,53.2257176032606,908.03154786247,"Month-to-month","Fiber optic","Mailed check",0
59,38.6228236767556,2355.4969604011,"Month-to-month","DSL","Electronic check",0
9,91.5825373072044,856.51491423727,"Month-to-month","No","Credit card",0
23,95.9360466667293,2190.75410695043,"One year","Fiber optic","Electronic check",0
9,91.1439506869377,722.807499221351,"One year","No","Bank transfer",0
21,40.8345508518958,874.87156552439,"Month-to-month","DSL","Electronic check",0
20,75.3774165410355,1608.7197809636,"Month-to-month","No","Bank transfer",0
37,34.7072936262396,1273.72505975427,"Month-to-month","Fiber optic","Credit card",1
16,82.8035600631341,1357.94470086106,"Two year","No","Bank transfer",0
39,107.243471616921,4203.34080965453,"One year","No","Credit card",0
22,82.1037342761545,1746.14245613286,"One year","Fiber optic","Bank transfer",0
12,89.8263066990931,1168.88766826036,"Month-to-month","Fiber optic","Credit card",0
35,102.55508571967,3639.55415000769,"Two year","DSL","Bank transfer",0
4,120.607268727927,529.041927789258,"One year","Fiber optic","Bank transfer",0
10,56.4585651060248,440.093759101515,"One year","DSL","Mailed check",0
6,42.0732811433878,241.424606260037,"Month-to-month","Fiber optic","Mailed check",1
61,79.5825932445978,4867.70048068577,"Month-to-month","DSL","Credit card",0
32,89.9495671879705,2904.95406421651,"Month-to-month","No","Bank transfer",0
35,55.9985900789222,1950.45920229119,"Month-to-month","No","Electronic check",0
78,56.3576282799711,4389.39701379876,"Month-to-month","DSL","Bank transfer",0
19,22.7465393059432,422.849094586456,"Month-to-month","No","Bank transfer",0
33,83.5160699206673,2731.20727398391,"Month-to-month","Fiber optic","Bank transfer",0
30,53.075887173692,1585.9882787866,"One year","Fiber optic","Mailed check",1
7,45.8022306303862,369.703719665003,"Month-to-month","DSL","Credit card",0
16,88.4804890958773,1446.21989823665,"Month-to-month","Fiber optic","Bank transfer",1
20,74.9523175717189,1500.71539251106,"Month-to-month","Fiber optic","Credit card",1
3,61.0356435509947,258.865991581449,"Month-to-month","Fiber optic","Credit card",1
23,76.6159724231742,1795.26216890991,"One year","No","Bank transfer",0
14,88.498389730977,1314.50220257872,"Month-to-month","Fiber optic","Mailed check",0
60,73.0440773433407,4266.66139207729,"Month-to-month","DSL","Electronic check",0
7,95.4398627700953,655.354812602378,"Month-to-month","DSL","Credit card",0
18,86.7536511907584,1562.13468431407,"Month-to-month","DSL","Mailed check",0
6,28.0427356301075,194.296939025514,"Month-to-month","Fiber optic","Electronic check",0
14,34.888842251324,421.43366524809,"Two year","Fiber optic","Electronic check",0
20,58.9817957758423,1096.20966402102,"Month-to-month","DSL","Credit card",0
35,80.9712998271873,2893.48517939263,"Month-to-month","Fiber optic","Bank transfer",0
47,79.5309678711891,3689.55119591888,"One year","Fiber optic","Mailed check",0
14,98.5067113591688,1308.85681720144,"Two year","Fiber optic","Credit card",1
21,58.6235349624107,1283.9483827093,"One year","Fiber optic","Credit card",0
42,87.2110816193047,3562.54203656761,"Two year","DSL","Electronic check",0
55,92.034725736709,5065.78213324582,"One year","No","Credit card",0
29,74.2265441925008,2261.40175605306,"Two year","DSL","Electronic check",0
20,123.621576140483,2502.27429615405,"One year","Fiber optic","Credit card",0
28,99.8983607586899,2764.52291294017,"Two year","Fiber optic","Credit card",0
31,79.2722322006417,2483.62702515872,"Two year","Fiber optic","Bank transfer",0
44,54.7145522887899,2373.56940731672,"Two year","No","Credit card",0
9,87.4720279058792,666.221331285273,"One year","DSL","Bank transfer",0
19,54.5500727615059,1023.04614862346,"Month-to-month","Fiber optic","Bank transfer",1
59,84.5731466402557,5003.6257464361,"Month-to-month","DSL","Bank transfer",0
8,48.7606320502605,430.557315675728,"Month-to-month","DSL","Mailed check",0
28,48.6276555485275,1458.10559941349,"Month-to-month","Fiber optic","Electronic check",0
31,39.7913933485147,1288.42079837682,"Month-to-month","Fiber optic","Credit card",0
92,61.989414690162,5731.75060691196,"Month-to-month","No","Credit card",0
50,108.752793161402,5501.88180473613,"Month-to-month","DSL","Mailed check",0
21,50.084160829846,1078.68913810185,"Month-to-month","DSL","Credit card",0
14,110.021090219213,1526.24562773697,"Month-to-month","DSL","Electronic check",0
20,28.0882943425208,487.347956235366,"Two year","Fiber optic","Bank transfer",0
31,100.774379076527,3141.52263927152,"Two year","Fiber optic","Electronic check",1
27,33.4501671814601,908.614294030996,"Two year","DSL","Electronic check",0
36,88.0201313018182,3209.17890460894,"Month-to-month","No","Electronic check",0
43,53.6286502560878,2332.30707833324,"One year","DSL","Credit card",0
19,18,411.153741083957,"One year","Fiber optic","Mailed check",0
53,55.155433319516,2964.75601653812,"Month-to-month","No","Credit card",0
20,74.8911082823397,1579.12786969072,"One year","No","Mailed check",0
42,59.5730925171726,2482.07800680174,"One year","No","Mailed check",0
