"external_risk_estimate","revolving_utilization","age_oldest_trade","delinquency_30","inquiry_6m","y"
67,0.777613654499874,9.8438273370266,0,2,0
21,0.103758269920945,10.168352574243,1,0,0
68,0.282532856334001,159.576846169855,0,1,0
20,0.484482280211523,419.249047227951,0,4,0
66,0.217646622797474,87.6337022283926,1,3,0
56,0.430216446984559,162.443423079874,1,0,0
32,0.0867013272363693,57.0812441781163,0,2,1
82,0.492137365043163,48.2187441922724,0,2,0
88,0.178490141406655,26.3118673302233,0,0,0
71,0.874410232529044,5.21435958561101,0,1,0
27,0.131215408211574,23.9060132391751,1,3,0
64,0.0703771102707833,496.770063687987,0,0,0
63,0.265036616241559,7.17885246500373,0,2,1
70,0.673340694513172,231.428581867806,0,0,0
58,0.53240122133866,6.21298115330502,0,0,0
68,0.112824015086517,212.574913938692,0,1,0
60,0.561700961086899,27.6382034830749,0,2,0
25,0.310970125952736,441.631336857505,0,1,0
48,0.535460030660033,5.34577776707912,1,2,1
74,0.896927211200818,148.324024038936,0,1,0
69,0.0266927818302065,237.471032728603,0,1,0
26,0.0551865305751562,48.4411218948662,1,4,0
25,0.792562635615468,16.3249404702923,0,0,0
21,0.766199667472392,41.0775939188898,0,2,1
35,0.188327153911814,70.410096924752,0,0,1
74,0.753591035725549,18.2390912389683,0,3,0
26,0.554510451154783,113.149300547864,0,1,0
91,0.892456697765738,195.859283422282,0,0,0
50,0.878358188318089,317.868243664281,1,2,0
81,0.118367038434371,183.06348116064,0,0,0
85,0.16098743560724,113.56210424992,0,2,0
68,0.26562909479253,99.4156077453747,0,0,0
83,0.000569469295442104,23.4088055044413,0,0,0
27,0.0500140462536365,43.0877962227659,0,1,0
31,0.215932179940864,93.8166797110691,0,0,0
89,0.644818696891889,92.9177110964313,0,1,0
65,0.050596569897607,18.3932059980829,1,3,1
38,0.514314163010567,171.775656704953,0,4,0
41,0.91820198786445,7.06947266633773,2,0,0
72,0.621273968368769,156.068671675946,1,1,1
38,0.363403037423268,29.0235999785364,0,2,1
41,0.182567238109186,6.12512207961568,0,0,0
28,0.365439011715353,111.319915045838,0,2,1
49,0.545001049060374,76.9979134574533,0,1,0
31,0.793582838494331,34.587420411408,0,2,0
24,0.635356270940974,36.7804706655443,0,1,0
81,0.469232449075207,60.3574484400451,0,2,0
92,0.526847455184907,128.05762912574,1,2,0
38,0.337652308866382,45.3298478387296,0,3,1
71,0.37081097648479,34.0888977474842,0,2,0
21,0.107457730919123,128.544037001754,0,2,0
93,0.791063411859795,16.7125111632049,0,1,1
44,0.95098319882527,21.3165585882962,0,0,0
33,0.861881257267669,137.562127853359,0,1,0
62,0.888905650936067,28.2909853756428,3,2,1
38,0.00903943437151611,320.412183910386,0,1,0
64,0.409177301218733,42.7110765315592,1,1,1
82,0.262781974161044,46.473015736102,0,1,0
45,0.314390173647553,209.734978293231,0,3,1
78,0.249019393930212,57.210436421224,0,1,0
87,0.396064587635919,116.050371953776,0,2,0
61,0.299985139863566,172.656646360806,0,3,1
80,0.964042759500444,111.688556988792,0,4,0
73,0.936139504658058,18.0397278629243,0,1,0
28,0.37803149735555,30.5496776103973,0,0,1
76,0.553214287152514,15.2530947352158,1,0,0
37,0.071239483775571,170.165624980977,1,1,0
73,0.609028604114428,68.7080856598914,0,0,0
80,0.31161885894835,51.4680097997189,0,1,0
22,0.043585044099018,362.815444316099,0,1,0
49,0.42919441871345,112.751056993927,0,0,0
73,0.432237722910941,106.898312749888,1,1,0
91,0.00354997534304857,544.238714992556,0,0,0
73,0.489291686331853,18.1675227731466,0,2,0
61,0.1520938903559,126.258788215543,0,0,0
66,0.659051040653139,186.511719514778,0,5,0
24,0.82948305318132,40.9057858027518,0,1,1
28,0.0492499175015837,95.9627470662669,0,0,0
73,0.92603579768911,76.0119981877506,0,2,0
21,0.219390947604552,476.408104349799,0,1,0
47,0.0601626811549067,7.78995366767049,0,2,0
84,0.867420959286392,94.1305680150047,0,0,0
69,0.468182741431519,11.293115895188,0,2,0
82,0.209034387953579,61.2961733154953,0,1,0
32,0.182556269457564,50.3292996995151,2,1,1
94,0.550260783405975,13.3133393526077,0,2,0
76,0.0255920437630266,78.1547554582357,0,1,1
46,0.540081332670525,90.3930292372982,0,1,0
67,0.493495444301516,140.107008660759,0,0,1
24,0.791271014837548,193.819150318554,0,1,1
39,0.390153131680563,59.0365577302873,0,1,0
50,0.0217428726609796,30.9216690436006,1,2,0
84,0.489558399422094,13.7833983840077,0,2,0
68,0.127218993147835,55.085366461426,1,0,0
51,0.524024310288951,244.574204822233,1,0,0
55,0.491846068296582,27.3527428507805,1,1,1
73,0.336952422978356,111.559770735528,0,1,0
67,0.120020937407389,37.5092875398695,0,0,0
45,0.641968229785562,200.831739288258,0,0,1
85,0.818047129083425,13.1070776812722,1,0,0
95,0.317603704286739,365.05383519302,0,0,0
67,0.235541787231341,9.4454588368535,0,0,0
86,0.272866523358971,3.06833914256351,0,1,0
39,0.934187194565311,63.9654268138111,0,1,0
59,0.918827975168824,152.395500982727,1,3,0
49,0.179217280820012,33.625106010586,0,0,0
71,0.787571560591459,13.0320614017546,0,1,1
79,0.806254259077832,91.314438378769,1,0,0
26,0.166443318594247,86.04404847989,0,2,1
35,0.334313716739416,150.474560889031,1,1,0
82,0.0966596049256623,131.574987279798,0,2,0
50,0.698683433933184,247.2192989934,0,2,1
93,0.309938128106296,444.748162080474,0,3,0
51,0.476196188246831,93.9768750915184,0,4,0
36,0.570910146459937,234.082351595671,0,2,0
90,0.339991252636537,161.842554839875,0,0,0
89,0.00566964410245419,474.468925860314,0,0,0
64,0.33017926197499,184.408924070508,0,1,0
41,0.233807167969644,67.9318455979228,0,0,1
94,0.45138828526251,58.4899223037064,0,2,0
20,0.206738975364715,29.3448992818594,1,4,1
86,0.103284919401631,130.985363258372,1,0,0
75,0.405939333839342,117.875580931629,1,1,0
33,0.820442457217723,244.863406856707,0,0,0
67,0.855732739437371,65.6650189496577,1,1,0
58,0.150891177123412,205.017950250886,1,4,0
62,0.44145016442053,151.978146689559,1,0,1
89,0.166079510934651,119.412488150026,0,3,0
84,0.268025333294645,177.691078979956,0,1,1
69,0.954094442771748,74.5695917867124,0,4,0
30,0.530913593014702,105.13098321351,0,1,1
25,0.432120967423543,274.538927271244,0,2,1
57,0.417624315712601,42.6282265177088,0,2,0
77,0.361378837376833,39.2503247383377,0,1,0
89,0.0101349318865687,18.3892142920393,0,0,0
52,0.871608495246619,22.9337915964425,0,2,1
57,0.967469764407724,205.807056863955,1,1,1
29,0.965883811935782,46.7815684340894,0,2,1
42,0.651128367055207,321.529030263202,0,1,0
50,0.903696733759716,16.165750734508,0,2,0
34,0.205787470564246,111.877613719885,0,4,1
74,0.00804546847939491,200.511015270999,0,2,0
25,0.816144182346761,65.2955481782556,0,4,1
67,0.203145625069737,161.34932308885,0,1,0
56,0.0477990021463484,398.25710533033,0,2,1
40,0.932695855153725,337.9686427112,0,0,1
35,0.773039447376505,229.117882614186,1,0,1
76,0.218252404825762,230.572187517932,0,0,0
69,0.807524645933881,186.630937223485,1,1,0
41,0.678451528539881,6.50019880779708,0,4,1
33,0.381585569819435,203.680135846136,0,2,1
87,0.699518570676446,384.079973463352,1,2,0
90,0.588255179813132,172.214155410579,0,1,0
55,0.668936086120084,32.268090784729,0,1,1
39,0.48683531419374,84.4328240176216,1,1,1
36,0.569096158724278,113.34668687972,0,0,0
37,0.29262341116555,250.123067900509,0,3,1
35,0.643473610514775,118.537996319922,0,1,0
53,0.725311349146068,110.28589143845,0,3,0
94,0.953337776008993,34.1606921888888,1,0,0
65,0.651949330000207,78.6303681693971,0,0,1
90,0.879417668096721,174.789015715173,0,0,1
52,0.986006828490645,52.0677278190851,1,2,1
71,0.451614287681878,1.94787372836571,0,1,0
85,0.0684717211406678,28.3495010769785,1,4,0
50,0.0806256488431245,55.1899770833552,0,1,0
88,0.222064264817163,150.133445704903,0,1,0
82,0.000158775597810745,66.4806021563709,0,2,0
60,0.20197423081845,20.7023632898927,0,3,1
39,0.208847872912884,7.85254066810012,0,1,0
55,0.264183336868882,246.319707994512,0,0,0
81,0.325244132895023,14.4322312809527,0,0,0
87,0.60184071585536,190.336434235027,0,1,0
71,0.515526772011071,156.385420667554,0,2,0
73,0.785941046895459,100.547803151037,0,3,1
58,0.681043390417472,213.132919137528,0,0,0
55,0.168513701763004,50.3815726563334,0,2,0
95,0.746215336490422,71.0048762708902,0,2,1
60,0.14339309441857,76.6651669889688,1,3,0
28,0.923933163518086,457.032690097518,0,0,0
66,0.467561737867072,177.818091345606,0,2,0
94,0.316063646925613,0.188700507214535,0,1,0
43,0.0578294382430613,96.189476573768,1,0,0
59,0.563663235632703,72.3884841240942,0,2,1
38,0.804912986466661,151.971673066343,0,2,1
64,0.724188078660518,207.839268510392,0,1,0
95,0.197822476970032,1.9645123504155,0,0,0
62,0.508359075291082,54.2509581148624,0,3,0
74,0.328592422883958,35.0631104595959,0,0,0
74,0.138488003751263,66.1269343458116,0,2,0
37,0.515853510936722,3.9179197512567,0,1,0
85,0.1075466836337,97.7365453943727,0,2,0
59,0.6183486583177,101.704712387101,0,1,1
36,0.650611198507249,192.476573054841,0,4,0
43,0.337438664166257,18.4891148842871,0,1,1
28,0.705623745219782,85.4836707675562,0,2,1
46,0.501625950215384,221.928052370599,0,0,0
42,0.126216033473611,165.663068550254,0,0,0
82,0.170480623608455,176.027891865125,1,0,0
35,0.489858695771545,398.777509311539,0,1,0
39,0.48169520474039,31.5162433683872,0,2,1
45,0.310471505159512,67.1634144775318,0,2,1
85,0.583106870530173,122.566366600609,0,0,1
31,0.728382521076128,200.333653529337,0,3,1
65,0.414659509668127,198.698719059279,1,0,1
80,0.296673383796588,5.84371195498507,1,1,1
30,0.686553240055218,87.962870402177,0,0,1
86,0.989558488596231,37.6601009073475,1,1,0
33,0.16143275774084,6.92386974840401,0,1,0
58,0.557893588673323,245.707600628188,0,0,0
83,0.27049745619297,7.41268035217607,0,1,0
63,0.443235635058954,19.5699938856787,0,2,1
42,0.814419844420627,236.415684485137,0,0,0
94,0.670403791125864,106.88819579276,1,2,0
59,0.311609753174707,467.747741390891,0,1,0
58,0.362790954532102,27.1756015531719,0,1,0
69,0.331138079753146,83.7449300983801,0,0,0
58,0.379272630671039,247.977813397697,0,1,0
68,0.214415403548628,209.671732089562,0,2,0
66,0.0799946119077504,143.277656844169,0,3,0
95,0.858088268432766,122.890276009764,0,3,1
21,0.171704604756087,80.7334666885436,0,0,0
30,0.614863936090842,25.6833865862524,0,2,1
42,0.174968381412327,213.378896479657,0,0,0
38,0.48996772360988,141.907009849872,0,1,0
39,0.419970097020268,96.5688848673409,0,1,1
47,0.754692184505984,5.43929139152169,0,1,0
43,0.886026151943952,7.84018512467962,0,2,1
54,0.472253836458549,657.061742136357,1,2,0
56,0.0290343216620386,261.847015486972,0,0,0
34,0.944748216075823,272.939028054254,0,1,1
77,0.958469919627532,133.46119980755,0,4,1
35,0.86281380453147,290.819213598744,0,1,0
38,0.538659172598273,52.2627248753889,0,1,0
83,0.258290388155729,72.9872999154031,0,1,0
32,0.586020579794422,79.556007552892,0,0,1
74,0.504846602445468,146.473114746238,0,4,0
24,0.62148111499846,278.105153890178,0,1,1
69,0.913214754778892,68.7807605601847,0,2,0
43,0.0233405616600066,14.0660827048123,0,6,0
25,0.251826801570132,2.12331622838974,0,4,1
89,0.538019574480131,29.0530915372074,0,1,1
22,0.558439147192985,89.129185609856,0,0,0
81,0.495571481529623,1.3923276195089,0,1,0
71,0.970378668280318,57.0011090487242,0,2,0
93,0.349127563415095,320.28299307801,0,2,0
81,0.874430336756632,30.05260694772,1,0,0
48,0.357363423332572,284.881509601848,0,1,0
86,0.690051733050495,96.7781335895007,0,2,1
34,0.244362903293222,5.93160409480333,0,2,1
61,0.50818597804755,135.012287641491,0,1,0
31,0.475957759423181,132.019913005258,2,3,0
47,0.0483226415235549,17.4790233558975,1,2,0
72,0.736327484250069,142.80636883768,0,2,0
20,0.606805382296443,35.8414543918699,1,0,1
62,0.362076280172914,28.1513491272926,0,3,0
66,0.560720254899934,126.971436175133,2,1,0
92,0.649078776594251,166.013907524373,0,1,0
94,0.0178143701050431,83.5315161147967,0,1,0
80,0.128830867586657,12.6595964066168,0,2,0
63,0.713244075886905,128.422186487869,0,1,0
71,0.714082794031128,43.2870059274137,0,2,1
80,0.592479477869347,36.9497483409941,0,2,0
36,0.878974254010245,84.3878030726567,0,1,1
39,0.064124096184969,82.2533817775548,0,2,0
87,0.952898862306029,15.1420207252665,0,0,0
62,0.266406417358667,59.2281768098474,0,1,0
33,0.989034462720156,13.3276607841253,0,1,0
27,0.75225558062084,310.674146473186,0,3,1
34,0.747065359726548,6.40313643962145,1,4,1
28,0.332873865030706,73.537063524127,0,3,1
28,0.119541194988415,2.92615034988851,0,4,0
63,0.250644176034257,22.6795601419825,0,3,0
26,0.540409406181425,16.1696381494403,0,0,1
82,0.330747065367177,24.6151532680673,0,1,0
86,0.962306152330711,28.1185583515971,0,1,0
46,0.996760065900162,7.78307413266452,0,4,1
83,0.60170062771067,63.410362880677,0,0,0
50,0.153356007300317,224.110367139032,0,1,0
39,0.0732009503990412,72.9452502541244,1,2,0
61,0.666591092012823,16.3289016937663,0,0,0
92,0.0574189205653965,94.1486628675714,0,1,0
27,0.889123547589406,172.628746794631,0,2,1
28,0.74382086400874,493.257693101592,0,2,1
45,0.671574506210163,254.459558918871,0,2,1
48,0.196854247711599,103.130934706723,0,1,1
83,0.743411541683599,31.9132198020816,1,0,0
53,0.75701252091676,505.390318452868,0,1,0
46,0.622244558762759,22.1193952672184,1,0,0
48,0.148479022551328,144.71052377912,0,1,1
94,0.709162364946678,180.95716460531,1,1,0
39,0.946258359588683,192.561929662874,1,4,0
87,0.873432213440537,106.006084414746,0,1,0
35,0.702876983443275,0.229619464253933,0,2,0
56,0.859482404310256,51.0527841188014,1,6,1
49,0.63430473767221,207.670415715972,0,5,0
78,0.420466689160094,262.04767873861,0,3,0
79,0.625539292348549,300.720985144155,0,4,0
73,0.882520062383264,29.8138368146264,0,1,0
68,0.480162008432671,214.557130103162,1,0,0
64,0.343247364740819,49.4348488748074,0,2,0
61,0.81613306212239,285.652905314939,0,3,1
89,0.434723113896325,372.876795510155,0,1,0
36,0.281069788848981,29.496417157352,0,1,0
46,0.40878166956827,37.8719111336678,0,3,0
81,0.701279010623693,5.3654364310205,1,0,0
49,0.395257968222722,42.2858300618827,0,1,1
80,0.0265611230861396,48.3156102150679,0,2,0
79,0.377173355314881,109.777382607187,0,0,0
55,0.679755427874625,159.571588816668,0,1,1
40,0.72115773614496,134.618396195199,0,2,0
71,0.385731523158029,70.8525468036532,0,1,0
26,0.0478847699705511,296.235871225373,0,0,0
24,0.979741061339155,32.2334226407111,0,1,0
55,0.0540021066553891,9.22204781079505,1,0,0
93,0.409274099394679,212.989428554824,0,3,0
59,0.605933395214379,582.060193836245,1,1,1
33,0.103114574449137,14.330925475806,1,0,0
57,0.526131157297641,102.427916521301,0,0,0
75,0.173436755314469,173.540610069611,1,2,0
21,0.184574470389634,50.5763314291835,0,0,0
62,0.826747542480007,24.5635872334242,0,3,1
63,0.796018320368603,364.474382094884,0,3,0
41,0.344793436350301,200.107434232882,0,4,0
36,0.922666960861534,25.9444837191209,0,3,1
44,0.983545869356021,91.0257860294104,0,0,0
59,0.591990988235921,25.9178845770657,1,1,0
77,0.403880404308438,9.4071299750277,0,1,0
25,0.319283784599975,77.3308952338994,1,2,0
40,0.542176986578852,140.718744429375,0,0,0
73,0.981409947155043,68.95791772753,0,1,0
31,0.245364989154041,3.04183991277711,1,2,1
66,0.884668356273323,0.0225898111877116,1,1,0
92,0.760037122992799,136.826109583105,0,3,0
42,0.136343225138262,22.1920755493537,0,1,1
46,0.258070113835856,62.2336835972965,0,3,1
63,0.956717966124415,55.7296394370496,0,1,1
74,0.680776579072699,11.2186986470038,1,2,0
20,0.342665773117915,167.645001307512,0,0,1
55,0.272109452169389,216.394957144907,0,4,0
43,0.257538778241724,33.7196026369929,0,1,0
54,0.34302706294693,61.7240936639502,0,2,1
51,0.204743169015273,116.731103132094,0,0,0
44,0.446052486542612,712.149780352318,0,2,0
59,0.643392889993265,26.6576650721173,0,0,0
67,0.614290997153148,214.862785701802,1,3,0
28,0.18205030518584,69.5894674615871,1,2,1
66,0.768009103601798,10.2518292143941,0,0,0
85,0.0801949873566628,40.0334119051695,0,3,0
39,0.0837847231887281,55.8945615962148,0,0,0
87,0.844264216255397,70.447547826916,0,3,1
85,0.34050725470297,80.6536687910557,0,2,0
41,0.64806725201197,228.829786320379,0,1,0
22,0.60849930322729,14.9855891615152,1,3,1
45,0.240237598540261,275.191238166954,0,1,0
23,0.359388759359717,250.714591949956,0,1,0
28,0.0494692847132683,1.01667551830187,0,1,1
52,0.285545862978324,133.46679880711,1,2,1
59,0.622719601495191,145.729779968585,0,4,0
74,0.695766129298136,251.757116583763,0,1,0
58,0.085028266068548,60.8760260045528,0,1,0
74,0.968984495615587,21.3532299734652,0,0,0
54,0.69352854299359,120.413852887775,0,0,0
80,0.375755566637963,128.355667809571,0,2,0
49,0.176306262146682,79.0460102073848,0,2,0
28,0.127580143511295,121.509050709616,0,1,0
51,0.471331061795354,60.8134872838855,0,1,0
45,0.921869381098077,93.8214593035925,1,1,1
62,0.0315024093724787,35.8881792984903,1,0,0
27,0.807134094648063,49.2488085664809,1,0,1
40,0.158141884021461,93.4301510402813,1,2,0
53,0.523222377290949,1.8264089897275,0,2,1
80,0.258644287008792,65.7367691583931,0,2,0
41,0.686948983930051,19.6885886415839,0,1,0
66,0.64266704255715,38.9535600878298,0,0,1
52,0.346365062519908,258.715676426665,2,1,0
34,0.681901262840256,59.8366115614772,0,1,1
68,0.706659847404808,4.09534356530792,0,1,1
73,0.718784196535125,15.9676557633963,0,5,0
53,0.0654562045820057,84.6873979965105,0,1,0
76,0.566443719202653,14.2446745187044,1,1,1
73,0.831332397181541,27.1916629866892,0,3,1
24,0.567835754947737,98.6376325581142,0,2,1
52,0.644002265995368,162.661307970609,0,1,1
68,0.967490337789059,101.738697471644,0,2,0
79,0.152899307897314,163.972490424837,1,3,1
54,0.0818856803234667,210.409866337827,0,1,0
91,0.933936283923686,71.1457677930593,0,3,0
28,0.948108766227961,2.45270046293332,0,1,1
57,0.526318713789806,5.33581682249814,0,1,0
95,0.456220783526078,207.290550907305,0,2,0
73,0.858599618542939,359.108414927822,0,1,1
60,0.556039308663458,358.805128613812,0,2,1
54,0.088795417221263,27.1586977144533,0,2,0
64,0.266050352016464,30.9767609623201,0,2,0
49,0.179265083512291,24.3519501266144,0,4,0
30,0.161760117392987,366.414696533319,2,3,0
92,0.266794336261228,280.964269932207,1,0,1
40,0.407691212836653,195.13862970248,0,1,0
31,0.417300555855036,41.648233551532,0,0,0
59,0.969841571291909,563.628078519854,0,0,0
92,0.684535847045481,51.2106464803219,1,1,0
24,0.507936690468341,325.015785753505,0,3,1
80,0.681858041090891,56.9235609658062,0,2,0
47,0.750232913531363,28.6631466262043,1,0,0
69,0.634173363214359,8.12537943944335,2,0,1
40,0.431393051054329,26.829470334328,1,0,0
76,0.677867486374453,68.4416598826647,0,1,0
40,0.591561306267977,40.9594906121492,1,0,1
94,0.507365542231128,227.994371419004,2,0,0
89,0.687394845299423,172.001751055172,0,0,0
33,0.189153966959566,70.9437214583158,1,1,1
27,0.236609244951978,172.635181089094,1,4,1
61,0.375299032777548,106.886241021182,0,1,0
58,0.764223860576749,190.879915272048,0,0,0
23,0.89982235361822,172.051727942627,0,2,1
24,0.991560179041699,17.3371719382703,2,1,1
20,0.761024847161025,4.0856864489615,0,4,1
47,0.170950377127156,288.475335004843,0,0,0
26,0.995047538541257,19.2763960920274,0,2,1
59,0.663936768425629,110.800898144568,0,0,0
40,0.655037442455068,193.454774320957,1,1,0
39,0.143462451174855,129.742030235554,0,1,0
76,0.799446685472503,214.290600557974,0,0,0
67,0.498526548035443,30.5615337565541,1,1,0
57,0.668035853188485,116.726819756056,0,2,0
49,0.833214894402772,117.025944063987,0,0,0
66,0.839512639213353,162.827209415461,0,1,1
47,0.0284865298308432,116.56333464625,1,3,0
46,0.119498726679012,370.702596747725,1,1,0
87,0.586392489029095,146.004846377865,1,0,0
38,0.952730884077027,605.712583055864,0,1,1
35,0.883398721227422,44.7957045771182,0,0,1
88,0.515679407399148,58.4797503054142,1,1,0
83,0.506586723262444,293.036214470641,0,0,0
55,0.726817816495895,45.1861734688282,0,1,0
93,0.67291387822479,138.703867252272,0,3,0
49,0.535419520922005,40.1797483675182,0,3,1
74,0.673486110754311,0.667936524260268,0,0,0
58,0.988743403693661,23.9416995830834,2,2,0
54,0.955481646349654,121.763113657559,0,1,1
28,0.543791675008833,220.299961333325,1,1,1
35,0.4613176449202,223.867344920686,0,1,0
87,0.506216245470569,154.607725399162,2,2,0
77,0.841742371208966,73.7157743051648,0,1,0
83,0.30445489496924,251.179841667192,1,0,0
88,0.339464169694111,9.71625901955427,0,0,0
91,0.749083783943206,22.0444446243346,0,4,0
43,0.341101224068552,46.6502738536002,0,1,0
55,0.552790669724345,159.14002040902,0,2,1
39,0.12855324940756,17.079458724632,0,3,0
67,0.592878125375137,4.3251408264041,1,1,0
70,0.0159239422064275,186.096778203896,1,5,0
22,0.719552792608738,47.4654732272029,0,1,0
89,0.705045189475641,283.7106909849,0,0,0
48,0.789180037565529,28.6721361614764,1,0,1
37,0.970157102914527,180.393112813285,0,4,0
57,0.577441423665732,35.9594928100705,0,2,1
35,0.203614372294396,211.791240190318,0,1,1
61,0.980470195878297,11.4255974628031,0,2,0
62,0.559445074759424,73.3296698145568,1,0,0
94,0.592148735187948,48.0072575435042,0,2,0
38,0.488367382902652,147.721136989619,0,0,0
60,0.862572426209226,82.5637439824641,0,1,0
84,0.956626372877508,113.84493972602,0,1,0
85,0.912483031861484,79.6001610159874,0,4,1
38,0.746679044095799,65.0857753492892,0,3,1
67,0.421427077613771,64.9704129807651,2,0,1
55,0.556635851040483,41.4413788592597,0,1,0
32,0.562098646070808,31.5923497639596,1,0,1
23,0.953921236563474,42.7282521128654,0,1,1
54,0.080220349598676,194.372129281214,1,0,0
46,0.514298801776022,146.142904418136,0,2,0
70,0.0701375871431082,36.6233918531151,0,1,0
83,0.961845529498532,95.7607126185551,0,1,0
26,0.913792883744463,90.1702823530418,1,0,0
36,0.418032865040004,25.0023872964084,0,0,1
79,0.49122980912216,71.2640309147537,0,2,1
69,0.125097871059552,160.771137508179,0,3,0
89,0.910708370851353,15.1934951730072,0,1,0
29,0.807872844627127,113.493158030928,0,3,0
39,0.43403806281276,11.3443517495587,0,1,0
60,0.642621065955609,184.129923050454,0,2,1
92,0.298296550754458,199.614306529215,1,2,1
86,0.325325915822759,109.884085236131,0,1,0
94,0.957768543157727,37.7437409386039,0,2,0
31,0.210320913698524,14.1376439361103,0,1,0
86,0.990170442732051,119.983475799288,0,3,0
70,0.946074260165915,210.056371529749,0,1,0
65,0.0644911986310035,34.5545067451894,0,3,0
31,0.0413685475941747,66.0073108971119,0,1,0
57,0.774769901065156,33.2334724254906,0,3,0
25,0.898999420693144,37.4605874530971,0,0,0
70,0.510416109580547,326.07152110316,0,2,0
93,0.240242768777534,10.5856349957333,0,2,0
34,0.580047751311213,25.7642668671906,0,2,1
74,0.665775304893032,60.0970518775284,0,0,0
47,0.854769009631127,62.5210346281528,1,2,0
41,0.943110328167677,125.601166667964,0,2,1
25,0.607490987051278,103.716236896834,1,2,0
32,0.640316030709073,46.0118756443262,0,0,0
80,0.912095193052664,6.83328451819924,0,1,0
23,0.57182222395204,239.166535948566,1,2,0
34,0.249463961459696,205.234741856506,0,1,0
71,0.515940440353006,88.3168570646897,0,3,1
31,0.0328047729562968,136.872824276413,1,1,1
26,0.0300153428688645,81.6263338364661,0,2,1
73,0.698789825895801,47.2235221043229,0,0,0
28,0.454761006636545,184.089844589284,0,2,0
79,0.0119623676873744,317.226840317027,1,2,0
32,0.91315793688409,96.8022151874324,0,3,1
23,0.532385377213359,119.610008927609,0,1,0
31,0.630239680409431,2.52058010548353,0,0,1
51,0.582727961242199,56.500869169988,1,1,0
93,0.259664559969679,145.787161711088,1,2,0
30,0.281666513066739,75.8687748201191,0,2,0
33,0.0573605648241937,554.395214139971,0,0,0
42,0.0706844255328178,218.237147917202,0,2,0
63,0.896293196128681,6.76003713061278,0,1,1
62,0.486604894278571,246.846205060533,0,2,0
21,0.0447368030436337,287.840101033227,1,0,0
37,0.170455372426659,46.6483209840953,0,1,1
23,0.150468203704804,159.710866766597,1,2,1
86,0.790990914450958,70.0612559710347,0,1,0
41,0.343692255672067,51.0444156266749,1,2,0
44,0.546806453960016,183.68743364158,1,4,0
62,0.513159530935809,31.6535103879869,0,0,0
60,0.429270468885079,5.85368731990457,0,1,0
31,0.270592112559825,7.30837661772966,0,3,1
95,0.0201238878071308,201.556121473363,0,0,0
94,0.870015009306371,33.5014181258434,0,1,0
44,0.209944322006777,106.664985487784,0,0,0
67,0.164074092172086,35.9547100402415,0,2,0
95,0.645358226727694,218.142898221663,2,1,0
45,0.177557093789801,34.7377936542034,0,3,0
69,0.547203162452206,44.7606415115297,0,0,0
75,0.508705569198355,165.739877405192,2,1,0
79,0.770086594391614,274.888086080329,1,1,0
74,0.120766832027584,36.7167468555272,0,2,1
46,0.389242520090193,35.0883031636477,0,1,0
72,0.220890376251191,12.7432144524069,0,2,0
74,0.320881924126297,138.736344645347,0,2,0
29,0.322375921998173,148.115779872749,0,0,1
73,0.317839766154066,280.751511662976,0,4,0
44,0.794318306492642,28.0915221199393,0,0,0
24,0.394282317953184,4.1547667977268,0,2,1
88,0.659481453942135,88.167928862001,1,2,0
94,0.674235877580941,81.6603271476924,0,0,0
28,0.184145539766178,88.3702488938227,2,1,0
41,0.0470990568865091,32.3069552890956,0,1,0
74,0.218676368473098,19.7974017262459,0,0,0
33,0.648119756020606,0.742676686495543,0,0,0
68,0.555009200004861,68.5775702894139,0,4,0
39,0.175159876001999,24.8791691847146,0,0,0
23,0.772131751058623,20.0139861926436,0,0,1
57,0.968863228801638,659.368270227788,0,1,0
53,0.992891807341948,130.875942317784,0,2,0
47,0.325259771198034,119.113480518188,0,0,0
26,0.114667383022606,127.613584170665,0,0,0
45,0.4372289320454,23.3486835099757,0,0,1
35,0.39637033874169,45.0434817932546,0,0,0
67,0.848891292000189,131.804441968322,0,0,1
33,0.292981922626495,267.204711943643,0,2,0
55,0.697089628782123,82.9375944659114,1,0,1
51,0.931236697128043,64.4582939520478,0,0,0
85,0.660182600608096,11.7004269530235,0,1,0
71,0.612327265553176,99.263213203343,0,1,1
47,0.994778295047581,94.6720120606574,0,4,1
60,0.282752102706581,10.2916217229537,0,0,0
50,0.330130317481235,268.927754521148,0,2,0
55,0.354149766266346,179.111771722487,0,0,0
33,0.555730889784172,8.8995249196887,0,1,0
54,0.00938347983174026,57.2355421676484,0,2,0
47,0.879673125687987,7.81979156658053,0,0,1
83,0.276315284660086,61.2506609223783,1,2,0
26,0.957443319261074,85.1998928138867,0,1,1
83,0.000229025026783347,5.64170558005571,0,2,0
22,0.179929495323449,117.198914023663,0,2,0
33,0.178268470801413,360.926147977215,1,1,0
55,0.389797779265791,53.6865940131247,0,2,0
65,0.852443217299879,94.658131259109,0,3,0
43,0.28256955021061,171.690308367065,0,3,0
47,0.980747663648799,172.889488254836,0,0,1
30,0.670784035697579,235.610973526886,1,2,0
73,0.372299480019137,169.334488198518,0,2,0
53,0.00580676691606641,58.698166385293,0,2,1
42,0.16407177480869,185.55575518792,0,2,0
88,0.457497332477942,36.0192115791142,0,0,0
58,0.0248643532395363,18.4522560797632,0,1,0
69,0.0284050849732012,150.308975132739,0,0,0
83,0.831178441643715,68.3884765952826,0,1,0
